Name,Culture,Continent,Country,Theory,Reference,scale_0,scale_1,scale_2,scale_3,scale_4,scale_5,scale_6,scale_7,scale_8,int_0,int_1,int_2,int_3,int_4,int_5,int_6,int_7,int_8
Gamelan Kedokngorek Kyahi,Gamelan,South East Asia,Indonesia,N,Surjodiningrat,228,449,697,952,1197,,,,,228,221,248,255,245,,,,
RRI Sala,Gamelan,South East Asia,Indonesia,N,Surjodiningrat,242,513,730,961,1213,,,,,242,271,217,231,252,,,,
Udanriris,Gamelan,South East Asia,Indonesia,N,Surjodiningrat,236,464,704,964,1200,,,,,236,228,240,260,236,,,,
Tunggul,Gamelan,South East Asia,Indonesia,N,Surjodiningrat,238,487,730,958,1222,,,,,238,249,243,228,264,,,,
Konservatori Karawitan Gamelan II,Gamelan,South East Asia,Indonesia,N,Surjodiningrat,227,473,732,976,1216,,,,,227,246,259,244,240,,,,
Konservatori Karawitan Gamelan III,Gamelan,South East Asia,Indonesia,N,Surjodiningrat,245,485,730,971,1203,,,,,245,240,245,241,232,,,,
Gam. GPH Hangabehi,Gamelan,South East Asia,Indonesia,N,Surjodiningrat,236,469,723,960,1212,,,,,236,233,254,237,252,,,,
Pengawesari,Gamelan,South East Asia,Indonesia,N,Surjodiningrat,225,476,735,968,1223,,,,,225,251,259,233,255,,,,
Pusparana,Gamelan,South East Asia,Indonesia,N,Surjodiningrat,230,458,700,959,1201,,,,,230,228,242,259,242,,,,
Madukentir,Gamelan,South East Asia,Indonesia,N,Surjodiningrat,237,466,722,964,1213,,,,,237,229,256,242,249,,,,
Precet,Gamelan,South East Asia,Indonesia,N,Surjodiningrat,261,519,739,995,1235,,,,,261,258,220,256,240,,,,
Mardiswara,Gamelan,South East Asia,Indonesia,N,Surjodiningrat,130,251,558,653,765,934,1207,,,130,121,307,95,112,169,273,,
Konservatori Karawitan Gamelan I,Gamelan,South East Asia,Indonesia,N,Surjodiningrat,120,267,540,668,783,977,1217,,,120,147,273,128,115,194,240,,
Harjaswara,Gamelan,South East Asia,Indonesia,N,Surjodiningrat,135,290,572,686,789,985,1202,,,135,155,282,114,103,196,217,,
Kanyutmesem,Gamelan,South East Asia,Indonesia,N,Surjodiningrat,141,281,553,692,806,978,1223,,,141,140,272,139,114,172,245,,
Konservatori Karawitan Gamelan II,Gamelan,South East Asia,Indonesia,N,Surjodiningrat,112,248,518,639,725,957,1191,,,112,136,270,121,86,232,234,,
Kadukmanis,Gamelan,South East Asia,Indonesia,N,Surjodiningrat,142,253,570,669,801,975,1232,,,142,111,317,99,132,174,257,,
Kancilbelik,Gamelan,South East Asia,Indonesia,N,Surjodiningrat,125,256,523,669,788,938,1209,,,125,131,267,146,119,150,271,,
Radio Republik Indonesia Sala,Gamelan,South East Asia,Indonesia,N,Surjodiningrat,81,242,564,675,802,937,1227,,,81,161,322,111,127,135,290,,
Landung,Gamelan,South East Asia,Indonesia,N,Surjodiningrat,103,247,526,676,788,949,1229,,,103,144,279,150,112,161,280,,
Siratmadu,Gamelan,South East Asia,Indonesia,N,Surjodiningrat,134,263,554,665,800,971,1206,,,134,129,291,111,135,171,235,,
Semarngigel,Gamelan,South East Asia,Indonesia,N,Surjodiningrat,122,252,553,659,775,961,1218,,,122,130,301,106,116,186,257,,
Gam. GPH Tejakusuma Yogya,Gamelan,South East Asia,Indonesia,N,Surjodiningrat,117,258,541,673,761,925,1194,,,117,141,283,132,88,164,269,,
Mangunharja,Gamelan,South East Asia,Indonesia,N,Surjodiningrat,127,267,576,685,787,957,1255,,,127,140,309,109,102,170,298,,
Madukusuma,Gamelan,South East Asia,Indonesia,N,Surjodiningrat,121,251,554,690,796,937,1216,,,121,130,303,136,106,141,279,,
Radio Republik Indonesia Yogya,Gamelan,South East Asia,Indonesia,N,Surjodiningrat,122,252,560,692,794,943,1204,,,122,130,308,132,102,149,261,,
Panji,Gamelan,South East Asia,Indonesia,N,Surjodiningrat,103,293,544,676,763,921,1227,,,103,190,251,132,87,158,306,,
Pancasona,Gamelan,South East Asia,Indonesia,N,Surjodiningrat,152,281,579,706,801,962,1210,,,152,129,298,127,95,161,248,,
Harjamulya,Gamelan,South East Asia,Indonesia,N,Surjodiningrat,122,253,563,687,786,947,1209,,,122,131,310,124,99,161,262,,
Konservatori Karawitan Gamelan III,Gamelan,South East Asia,Indonesia,N,Surjodiningrat,119,224,492,685,827,951,1207,,,119,105,268,193,142,124,256,,
Udanarum,Gamelan,South East Asia,Indonesia,N,Surjodiningrat,140,264,513,678,787,967,1218,,,140,124,249,165,109,180,251,,
Guntursari,Gamelan,South East Asia,Indonesia,N,Surjodiningrat,124,253,569,659,760,908,1216,,,124,129,316,90,101,148,308,,
Nagawilaga,Gamelan,South East Asia,Indonesia,N,Surjodiningrat,79,255,544,630,755,924,1216,,,79,176,289,86,125,169,292,,
Gunturmadu,Gamelan,South East Asia,Indonesia,N,Surjodiningrat,77,182,517,648,742,874,1213,,,77,105,335,131,94,132,339,,
Angola_133,Angola,Africa,Angola,N,https://www.jstor.org/stable/30249744,183,371,531,705,860,1187,,,,183,188,160,174,155,327,,,
Angola_134,Angola,Africa,Angola,N,https://www.jstor.org/stable/30249744,149,361,538,674,851,1200,,,,149,212,177,136,177,349,,,
Angola_135,Angola,Africa,Angola,N,https://www.jstor.org/stable/30249744,128,371,498,676,808,1161,,,,128,243,127,178,132,353,,,
Angola_136,Angola,Africa,Angola,N,https://www.jstor.org/stable/30249744,176,374,509,678,870,1223,,,,176,198,135,169,192,353,,,
Angola_137,Angola,Africa,Angola,N,https://www.jstor.org/stable/30249744,179,378,499,683,867,1222,,,,179,199,121,184,184,355,,,
Asena_71,Asena,Africa,Malawi,N,,179,537,691,852,1000,1216,,,,179,358,154,161,148,216,,,
Asena_43,Asena,Africa,Malawi,N,,136,311,512,693,873,1052,1200,,,136,175,201,181,180,179,148,,
Asena_44,Asena,Africa,Malawi,N,,143,309,468,648,829,994,1180,,,143,166,159,180,181,165,186,,
Asena_45,Asena,Africa,Malawi,N,,137,368,498,732,860,1039,1193,,,137,231,130,234,128,179,154,,
Asena_46,Asena,Africa,Malawi,N,,172,357,498,678,862,1069,1236,,,172,185,141,180,184,207,167,,
Asena_47,Asena,Africa,Malawi,N,,237,412,571,744,901,1070,1243,,,237,175,159,173,157,169,173,,
Asena_48,Asena,Africa,Malawi,N,,141,299,431,646,797,1046,1232,,,141,158,132,215,151,249,186,,
Asena_49,Asena,Africa,Malawi,N,,136,324,510,648,833,1027,1202,,,136,188,186,138,185,194,175,,
Asena_50,Asena,Africa,Malawi,N,,173,390,547,707,875,1081,1249,,,173,217,157,160,168,206,168,,
Asena_51,Asena,Africa,Malawi,N,,132,356,540,708,902,1057,1217,,,132,224,184,168,194,155,160,,
Asena_52,Asena,Africa,Malawi,N,,154,397,547,702,860,1092,1219,,,154,243,150,155,158,232,127,,
Asena_52,Asena,Africa,Malawi,N,,127,312,500,687,883,1034,1193,,,127,185,188,187,196,151,159,,
Asena_53,Asena,Africa,Malawi,N,,136,287,469,686,809,1010,1191,,,136,151,182,217,123,201,181,,
Asena_54,Asena,Africa,Malawi,N,,218,349,530,675,794,1008,1200,,,218,131,181,145,119,214,192,,
Asena_54,Asena,Africa,Malawi,N,,192,340,520,722,885,1050,1200,,,192,148,180,202,163,165,150,,
Asena_55,Asena,Africa,Malawi,N,,145,264,478,695,842,1019,1218,,,145,119,214,217,147,177,199,,
Asena_56,Asena,Africa,Malawi,N,,179,341,536,660,808,987,1150,,,179,162,195,124,148,179,163,,
Asena_56,Asena,Africa,Malawi,N,,177,376,538,717,921,1103,1223,,,177,199,162,179,204,182,120,,
Asena_57,Asena,Africa,Malawi,N,,131,274,445,635,798,1023,1189,,,131,143,171,190,163,225,166,,
Asena_57,Asena,Africa,Malawi,N,,166,343,535,687,781,954,1231,,,166,177,192,152,94,173,277,,
Asena_58,Asena,Africa,Malawi,N,,202,441,617,744,958,1097,1250,,,202,239,176,127,214,139,153,,
Asena_58,Asena,Africa,Malawi,N,,153,337,544,728,911,1061,1226,,,153,184,207,184,183,150,165,,
Asena_59,Asena,Africa,Malawi,N,,201,337,544,711,847,1003,1173,,,201,136,207,167,136,156,170,,
Asena_59,Asena,Africa,Malawi,N,,136,343,527,710,860,1052,1176,,,136,207,184,183,150,192,124,,
Asena_60,Asena,Africa,Malawi,N,,193,366,542,702,895,1068,1250,,,193,173,176,160,193,173,182,,
Asena_60,Asena,Africa,Malawi,N,,188,337,511,669,845,1072,1200,,,188,149,174,158,176,227,128,,
Asena_61,Asena,Africa,Malawi,N,,199,355,499,649,869,1093,1200,,,199,156,144,150,220,224,107,,
Asena_61,Asena,Africa,Malawi,N,,107,306,504,701,861,1023,1171,,,107,199,198,197,160,162,148,,
Asena_62,Asena,Africa,Malawi,N,,184,398,575,734,904,1079,1200,,,184,214,177,159,170,175,121,,
Asena_63,Asena,Africa,Malawi,N,,199,376,537,667,821,1035,1200,,,199,177,161,130,154,214,165,,
Asena_63,Asena,Africa,Malawi,N,,180,382,562,710,918,1077,1247,,,180,202,180,148,208,159,170,,
Asena_64,Asena,Africa,Malawi,N,,163,352,540,694,879,1020,1224,,,163,189,188,154,185,141,204,,
Asena_64,Asena,Africa,Malawi,N,,204,348,512,666,857,1008,1200,,,204,144,164,154,191,151,192,,
Asena_65,Asena,Africa,Malawi,N,,173,375,543,696,880,1028,1182,,,173,202,168,153,184,148,154,,
Asena_66,Asena,Africa,Malawi,N,,173,312,559,702,902,1082,1222,,,173,139,247,143,200,180,140,,
Asena_67,Asena,Africa,Malawi,N,,222,362,510,678,847,1013,1201,,,222,140,148,168,169,166,188,,
Asena_67,Asena,Africa,Malawi,N,,188,389,570,724,898,1048,1213,,,188,201,181,154,174,150,165,,
Asena_67,Asena,Africa,Malawi,N,,165,340,572,722,885,1018,1171,,,165,175,232,150,163,133,153,,
Asena_68,Asena,Africa,Malawi,N,,150,322,508,702,841,1035,1220,,,150,172,186,194,139,194,185,,
Asena_68,Asena,Africa,Malawi,N,,185,325,516,673,841,1030,1178,,,185,140,191,157,168,189,148,,
Asena_69,Asena,Africa,Malawi,N,,208,349,534,664,898,1035,1181,,,208,141,185,130,234,137,146,,
Asena_69,Asena,Africa,Malawi,N,,146,314,536,706,879,1031,1170,,,146,168,222,170,173,152,139,,
Asena_70,Asena,Africa,Malawi,N,,171,274,528,623,876,1088,1216,,,171,103,254,95,253,212,128,,
Asena_71,Asena,Africa,Malawi,N,,216,379,580,725,902,1072,1243,,,216,163,201,145,177,170,171,,
Asena_66,Asena,Africa,Malawi,N,,140,291,558,694,789,947,1071,1168,,140,151,267,136,95,158,124,97,
Asena_70,Asena,Africa,Malawi,N,,126,243,405,481,625,806,892,955,1162,126,117,162,76,144,181,86,63,207
Bolivia_95,Bolivia,South America,Bolivia,N,,225,400,540,730,940,1030,1230,,,225,175,140,190,210,90,200,,
Bolivia_95,Bolivia,South America,Bolivia,N,,200,360,590,680,870,1070,1190,,,200,160,230,90,190,200,120,,
Bolivia_96,Bolivia,South America,Bolivia,N,,200,390,520,710,910,1010,1200,,,200,190,130,190,200,100,190,,
Bolivia_96,Bolivia,South America,Bolivia,N,,190,380,580,700,890,1080,1190,,,190,190,200,120,190,190,110,,
Gamelan_10,Gamelan,South East Asia,Indonesia,N,,172,451,695,951,1190,,,,,172,279,244,256,239,,,,
Gamelan_10,Gamelan,South East Asia,Indonesia,N,,239,454,706,948,1210,,,,,239,215,252,242,262,,,,
Gamelan_11,Gamelan,South East Asia,Indonesia,N,,197,420,686,939,1185,,,,,197,223,266,253,246,,,,
Gamelan_11,Gamelan,South East Asia,Indonesia,N,,246,475,720,965,1229,,,,,246,229,245,245,264,,,,
Gamelan_12,Gamelan,South East Asia,Indonesia,N,,228,485,717,967,1228,,,,,228,257,232,250,261,,,,
Gamelan_13,Gamelan,South East Asia,Indonesia,N,,230,481,713,958,1224,,,,,230,251,232,245,266,,,,
Gamelan_14,Gamelan,South East Asia,Indonesia,N,,252,492,736,980,1219,,,,,252,240,244,244,239,,,,
Gamelan_15,Gamelan,South East Asia,Indonesia,N,,233,482,725,960,1206,,,,,233,249,243,235,246,,,,
Gamelan_16,Gamelan,South East Asia,Indonesia,N,,235,483,721,973,1210,,,,,235,248,238,252,237,,,,
Gamelan_17,Gamelan,South East Asia,Indonesia,N,,231,454,693,940,1193,,,,,231,223,239,247,253,,,,
Gamelan_18,Gamelan,South East Asia,Indonesia,N,,237,474,712,946,1196,,,,,237,237,238,234,250,,,,
Gamelan_19,Gamelan,South East Asia,Indonesia,N,,243,482,707,957,1199,,,,,243,239,225,250,242,,,,
Gamelan_20,Gamelan,South East Asia,Indonesia,N,,100,245,546,667,766,928,1189,,,100,145,301,121,99,162,261,,
Gamelan_21,Gamelan,South East Asia,Indonesia,N,,133,286,561,678,784,965,1199,,,133,153,275,117,106,181,234,,
Gamelan_22,Gamelan,South East Asia,Indonesia,N,,123,289,558,677,796,969,1213,,,123,166,269,119,119,173,244,,
Gamelan_23,Gamelan,South East Asia,Indonesia,N,,166,327,594,713,832,1003,1240,,,166,161,267,119,119,171,237,,
Gamelan_24,Gamelan,South East Asia,Indonesia,N,,147,292,566,681,785,982,1191,,,147,145,274,115,104,197,209,,
Gamelan_25,Gamelan,South East Asia,Indonesia,N,,158,312,570,666,820,1000,1206,,,158,154,258,96,154,180,206,,
Ghana_144,Ghana,Africa,Ghana,N,,247,422,697,980,1200,,,,,247,175,275,283,220,,,,
Ghana_145,Ghana,Africa,Ghana,N,,230,448,695,978,1200,,,,,230,218,247,283,222,,,,
Kora_81,Kora,Africa,Gambia,N,,127,347,475,600,820,1046,1200,,,127,220,128,125,220,226,154,,
Kora_81,Kora,Africa,Gambia,N,,154,307,447,654,798,974,1163,,,154,153,140,207,144,176,189,,
Kora_82,Kora,Africa,Gambia,N,,137,353,517,592,828,1017,1184,,,137,216,164,75,236,189,167,,
Kora_82,Kora,Africa,Gambia,N,,167,300,507,650,787,989,1218,,,167,133,207,143,137,202,229,,
Malinke_78,Malinke,Africa,Mali,N,,174,356,533,692,866,1034,1203,,,174,182,177,159,174,168,169,,
Malinke_78,Malinke,Africa,Mali,N,,169,332,509,671,854,1029,1192,,,169,163,177,162,183,175,163,,
Malinke_79,Malinke,Africa,Mali,N,,178,346,519,684,859,1028,1201,,,178,168,173,165,175,169,173,,
Malinke_79,Malinke,Africa,Mali,N,,173,344,516,686,844,1020,1204,,,173,171,172,170,158,176,184,,
Malinke_80,Malinke,Africa,Mali,N,,167,347,513,679,839,1019,1199,,,167,180,166,166,160,180,180,,
Malinke_80,Malinke,Africa,Mali,N,,180,350,517,688,855,1033,1209,,,180,170,167,171,167,178,176,,
Matape_74,Matape,Africa,Zimbabwe,N,,154,369,867,1032,1218,,,,,154,215,498,165,186,,,,
Matape_74,Matape,Africa,Zimbabwe,N,,186,354,536,714,852,1034,1219,,,186,168,182,178,138,182,185,,
Matape_75,Matape,Africa,Zimbabwe,N,,154,369,507,689,854,1040,1208,,,154,215,138,182,165,186,168,,
Melanesia_37,Melanesia,Oceania,Solomon Is.,N,,393,573,861,1028,1186,,,,,393,180,288,167,158,,,,
Melanesia_38,Melanesia,Oceania,Solomon Is.,N,,382,685,907,1067,1211,,,,,382,303,222,160,144,,,,
Melanesia_39,Melanesia,Oceania,Solomon Is.,N,,308,688,876,1040,1213,,,,,308,380,188,164,173,,,,
Melanesia_40,Melanesia,Oceania,Solomon Is.,N,,343,746,890,1048,1189,,,,,343,403,144,158,141,,,,
Melanesia_41,Melanesia,Oceania,Solomon Is.,N,,333,505,736,988,1209,,,,,333,172,231,252,221,,,,
Melanesia_36,Melanesia,Oceania,Solomon Is.,N,,143,378,637,833,1033,1178,,,,143,235,259,196,200,145,,,
Melanesia_35,Melanesia,South America,Solomon Is.,N,,161,313,423,662,825,996,1185,,,161,152,110,239,163,171,189,,
Nasca_28,Nasca,South America,Peru,N,,300,647,982,1218,,,,,,300,347,335,236,,,,,
Nasca_32,Nasca,South America,Peru,N,,398,721,1043,1246,,,,,,398,323,322,203,,,,,
Nasca_33,Nasca,South America,Peru,N,,389,701,908,1182,,,,,,389,312,207,274,,,,,
Nasca_30,Nasca,South America,Peru,N,,290,557,775,1002,1210,,,,,290,267,218,227,208,,,,
Nasca_32,Nasca,South America,Peru,N,,203,505,703,862,1169,,,,,203,302,198,159,307,,,,
Nasca_34,Nasca,South America,Peru,N,,222,528,763,941,1242,,,,,222,306,235,178,301,,,,
Nyanga_72,Nyanga,Africa,Zimbabwe,N,,162,310,523,691,843,1040,1200,,,162,148,213,168,152,197,160,,
Nyanga_73,Nyanga,Africa,Zimbabwe,N,,160,357,580,723,855,1025,1200,,,160,197,223,143,132,170,175,,
Sena_76,Sena,Africa,Mozambique,N,,180,343,492,710,860,1045,1218,,,180,163,149,218,150,185,173,,
Sena_76,Sena,Africa,Mozambique,N,,173,356,498,657,794,1025,1177,,,173,183,142,159,137,231,152,,
Sudan_140,Sudan,Africa,Sudan,N,,247,422,697,980,1200,,,,,247,175,275,283,220,,,,
Sudan_141,Sudan,Africa,Sudan,N,,230,448,695,978,1200,,,,,230,218,247,283,222,,,,
Sudan_142,Sudan,Africa,Sudan,N,,240,542,738,980,1200,,,,,240,302,196,242,220,,,,
Thai_1,Thai,South East Asia,Thailand,N,,170,353,518,685,869,1054,1230,,,170,183,165,167,184,185,176,,
Thai_2,Thai,South East Asia,Thailand,N,,185,352,526,684,871,1036,1218,,,185,167,174,158,187,165,182,,
Thai_3,Thai,South East Asia,Thailand,N,,155,325,505,675,855,1015,1200,,,155,170,180,170,180,160,185,,
Thai_4,Thai,South East Asia,Thailand,N,,185,365,530,700,870,1040,1210,,,185,180,165,170,170,170,170,,
Thai_5,Thai,South East Asia,Thailand,N,,180,360,525,695,865,1035,1205,,,180,180,165,170,170,170,170,,
Thai_6,Thai,South East Asia,Thailand,N,,180,360,525,695,865,1030,1205,,,180,180,165,170,170,165,175,,
Thai_7,Thai,South East Asia,Thailand,N,,173,347,513,650,853,1029,1202,,,173,174,166,137,203,176,173,,
Thai_9,Thai,South East Asia,Thailand,N,,188,358,513,683,846,1027,1205,,,188,170,155,170,163,181,178,,
Zimbabwe_77,Zimbabwe,Africa,Zimbabwe,N,,323,453,657,849,1030,1201,,,,323,130,204,192,181,171,,,
Zimbabwe_77,Zimbabwe,Africa,Zimbabwe,N,,171,353,530,657,882,1063,1182,,,171,182,177,127,225,181,119,,
Zimbabwe_77,Zimbabwe,Africa,Zimbabwe,N,,119,328,505,698,823,1013,1208,,,119,209,177,193,125,190,195,,
Xinhua,China,East Asia,,Y,10.2307/834047,408,702,906,1201,,,,,,408,294,204,295,,,,,
Gong,China,East Asia,,Y,10.2307/834047,200,400,700,900,1200,,,,,200,200,300,200,300,,,,
Gong,China,East Asia,,Y,10.2307/834047,204,408,702,906,1201,,,,,204,204,294,204,295,,,,
Shang,China,East Asia,,Y,10.2307/834047,200,500,700,1000,1200,,,,,200,300,200,300,200,,,,
Shang,China,East Asia,,Y,10.2307/834047,204,521,702,1019,1201,,,,,204,317,181,318,182,,,,
Jue,China,East Asia,,Y,10.2307/834047,300,500,800,1000,1200,,,,,300,200,300,200,200,,,,
Jue,China,East Asia,,Y,10.2307/834047,318,521,816,1019,1201,,,,,318,203,295,204,182,,,,
Zhi,China,East Asia,,Y,10.2307/834047,200,500,700,900,1200,,,,,200,300,200,200,300,,,,
Zhi,China,East Asia,,Y,10.2307/834047,204,521,702,906,1201,,,,,204,317,181,204,295,,,,
Yu,China,East Asia,,Y,10.2307/834047,300,500,700,1000,1200,,,,,300,200,200,300,200,,,,
Yu,China,East Asia,,Y,10.2307/834047,318,521,702,1019,1201,,,,,318,203,181,318,182,,,,
Yunnan,China,East Asia,,Y,10.2307/834047,318,521,906,1019,1201,,,,,318,203,385,114,182,,,,
Shanxi,China,East Asia,,Y,10.2307/834047,204,408,521,702,1019,1201,,,,204,204,113,181,318,182,,,
Guizhou,China,East Asia,,Y,10.2307/834047,204,521,702,906,1019,1201,,,,204,317,181,204,114,182,,,
Bai,China,East Asia,,Y,10.2307/834047,204,408,521,702,1110,1201,,,,204,204,113,181,408,92,,,
Yayue,China,East Asia,,Y,10.2307/834047,200,400,600,700,900,1100,1200,,,200,200,200,100,200,200,100,,
Yayue,China,East Asia,,Y,10.2307/834047,204,408,612,702,906,1110,1201,,,204,204,204,90,204,204,92,,
Qingyue,China,East Asia,,Y,10.2307/834047,200,400,500,700,900,1100,1200,,,200,200,100,200,200,200,100,,
Qingyue,China,East Asia,,Y,10.2307/834047,204,408,521,702,906,1110,1201,,,204,204,113,181,204,204,92,,
